Timestamp,DeviceName,ActionType,FileName,ProcessCommandLine,SHA256
"Jul 11, 2025 12:20:43 PM",windows-ado,ProcessCreated,tor-browser-windows-x86_64-portable-14.5.4.exe,"""tor-browser-windows-x86_64-portable-14.5.4.exe"" /S",5035adc961d7ebae32a175061d102686c00728c750824b3099601259cead8866
"Jul 11, 2025 12:21:56 PM",windows-ado,ProcessCreated,tor.exe,"""tor.exe"" -f ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\torrc"" DataDirectory ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor"" ClientOnionAuthDir ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\onion-auth"" --defaults-torrc ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\torrc-defaults"" GeoIPFile ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\geoip"" GeoIPv6File ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\geoip6"" +__ControlPort 127.0.0.1:9151 HashedControlPassword ********** +__SocksPort ""127.0.0.1:9150 ExtendedErrors IPv6Traffic PreferIPv6 KeepAliveIsolateSOCKSAuth"" __OwningControllerProcess 2784 DisableNetwork 1",fe6d44cb69780e09c3a39f499e0e668bff9aa54b6cd9f363b753d59af713bea0
"Jul 11, 2025 12:41:44 PM",windows-ado,ProcessCreated,notepad.exe,"""NOTEPAD.EXE"" C:\Users\labuser\Desktop\tor-shopping-list.txt",da5807bb0997cc6b5132950ec87eda2b33b1ac4533cf1f7a22a6f3b576ed7c5b
"Jul 11, 2025 12:47:14 PM",windows-ado,ProcessCreated,tor.exe,"""tor.exe"" -f ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\torrc"" DataDirectory ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor"" ClientOnionAuthDir ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\onion-auth"" --defaults-torrc ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\torrc-defaults"" GeoIPFile ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\geoip"" GeoIPv6File ""C:\Users\labuser\Desktop\Tor Browser\Browser\TorBrowser\Data\Tor\geoip6"" +__ControlPort 127.0.0.1:9151 HashedControlPassword ********** +__SocksPort ""127.0.0.1:9150 ExtendedErrors IPv6Traffic PreferIPv6 KeepAliveIsolateSOCKSAuth"" __OwningControllerProcess 1920 DisableNetwork 1",fe6d44cb69780e09c3a39f499e0e668bff9aa54b6cd9f363b753d59af713bea0
